Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
808,tt0027977,2018-09-28,2018-09-28,,Modern Times,https://www.imdb.com/title/tt0027977/,movie,8.5,87,1936,"Comedy, Drama, Family, Romance",223665,1936-02-05,Charles Chaplin,8,2020-01-19
809,tt0064116,2018-09-28,2018-09-28,,C'era una volta il West,https://www.imdb.com/title/tt0064116/,movie,8.5,165,1968,Western,308746,1968-12-20,Sergio Leone,9,2019-06-10
810,tt0021749,2018-09-28,2018-09-28,,City Lights,https://www.imdb.com/title/tt0021749/,movie,8.5,87,1931,"Comedy, Drama, Romance",171838,1931-01-30,Charles Chaplin,10,2019-09-29
811,tt0054215,2018-09-28,2018-09-28,,Psycho,https://www.imdb.com/title/tt0054215/,movie,8.5,109,1960,"Horror, Mystery, Thriller",618091,1960-06-16,Alfred Hitchcock,8,2019-06-08
812,tt1187043,2018-09-28,2018-09-28,,3 Idiots,https://www.imdb.com/title/tt1187043/,movie,8.4,170,2009,"Comedy, Drama",358133,2009-12-23,Rajkumar Hirani,7,2019-07-31
813,tt5363918,2018-09-30,2018-09-30,,Disenchantment,https://www.imdb.com/title/tt5363918/,tvSeries,7.2,30,2018,"Animation, Action, Adventure, Comedy, Fantasy",50027,2018-08-17,,4,2020-06-25
814,tt1255919,2018-09-30,2018-09-30,,Holmes & Watson,https://www.imdb.com/title/tt1255919/,movie,3.8,90,2018,"Comedy, Crime, Mystery",32973,2018-12-20,Etan Cohen,5,2020-06-17
815,tt7255502,2018-10-10,2018-10-10,,The Kominsky Method,https://www.imdb.com/title/tt7255502/,tvSeries,8.2,30,2018,"Comedy, Drama",30425,2018-11-10,,6,2020-07-01
816,tt6491178,2018-10-10,2018-10-10,,Dragged Across Concrete,https://www.imdb.com/title/tt6491178/,movie,6.9,158,2018,"Action, Crime, Drama, Thriller",40428,2018-09-03,S. Craig Zahler,9,2019-09-21
817,tt3335606,2018-10-11,2018-10-11,,Berlin Syndrome,https://www.imdb.com/title/tt3335606/,movie,6.3,116,2017,"Drama, Horror, Mystery, Thriller",23120,2017-01-20,Cate Shortland,8,2019-09-15
818,tt7959026,2018-10-21,2018-10-21,,The Mule,https://www.imdb.com/title/tt7959026/,movie,7.0,116,2018,"Crime, Drama, Thriller",120195,2018-12-10,Clint Eastwood,8,2019-11-17
819,tt1950186,2018-10-22,2018-10-22,,Ford v Ferrari,https://www.imdb.com/title/tt1950186/,movie,8.1,152,2019,"Action, Biography, Drama, Sport",318033,2019-08-30,James Mangold,8,2020-05-10
820,tt7225386,2018-11-02,2018-11-02,,25 km/h,https://www.imdb.com/title/tt7225386/,movie,7.2,116,2018,"Adventure, Comedy, Drama",4295,2018-10-31,Markus Goller,8,2020-06-09
821,tt7477310,2018-11-02,2018-11-02,,Der Vorname,https://www.imdb.com/title/tt7477310/,movie,7.1,91,2018,Comedy,4447,2018-10-06,Sönke Wortmann,7,2020-06-21
822,tt6412452,2018-11-15,2018-11-15,,The Ballad of Buster Scruggs,https://www.imdb.com/title/tt6412452/,movie,7.3,133,2018,"Comedy, Drama, Musical, Mystery, Romance, Western",128780,2018-08-31,"Ethan Coen, Joel Coen",4,2020-06-04
823,tt0090863,2018-11-24,2018-11-24,,The Color of Money,https://www.imdb.com/title/tt0090863/,movie,7.0,119,1986,"Drama, Sport",76991,1986-10-08,Martin Scorsese,6,2019-10-26
824,tt8716334,2018-12-06,2018-12-06,,Springsteen on Broadway,https://www.imdb.com/title/tt8716334/,tvMovie,8.5,153,2018,"Documentary, Music",2001,2018-12-16,Thom Zimny,8,2020-06-05
825,tt7634968,2018-12-09,2018-12-09,,What Men Want,https://www.imdb.com/title/tt7634968/,movie,5.3,117,2019,"Comedy, Fantasy, Romance",25414,2019-01-10,Adam Shankman,7,2020-06-08
826,tt8580348,2018-12-09,2018-12-09,,Perfectos desconocidos,https://www.imdb.com/title/tt8580348/,movie,6.6,97,2018,Comedy,1412,2018-10-23,Manolo Caro,6,2020-06-15
827,tt3595776,2018-12-09,2018-12-09,,The Odd Couple,https://www.imdb.com/title/tt3595776/,tvSeries,6.4,21,2015,Comedy,8514,2015-02-19,,,
828,tt0795439,2018-12-09,2018-12-09,,Numb,https://www.imdb.com/title/tt0795439/,movie,6.6,93,2007,"Comedy, Drama, Romance",8186,2007-04-30,Harris Goldberg,6,2020-03-17
829,tt8425058,2018-12-17,2018-12-17,,Brexit: The Uncivil War,https://www.imdb.com/title/tt8425058/,tvMovie,7.0,92,2019,"Biography, Drama, History",15107,2019-01-07,Toby Haynes,7,2020-06-06
830,tt0064115,2018-12-26,2018-12-26,,Butch Cassidy and the Sundance Kid,https://www.imdb.com/title/tt0064115/,movie,8.0,110,1969,"Biography, Crime, Drama, Western",204532,1969-09-23,George Roy Hill,7,2020-02-24
831,tt6966692,2019-01-07,2019-01-07,,Green Book,https://www.imdb.com/title/tt6966692/,movie,8.2,130,2018,"Biography, Comedy, Drama, Music",409005,2018-09-11,Peter Farrelly,9,2020-03-08
832,tt1464763,2019-01-13,2019-01-13,,Mute,https://www.imdb.com/title/tt1464763/,movie,5.5,126,2018,"Mystery, Sci-Fi, Thriller",32086,2018-02-23,Duncan Jones,5,2019-12-04
833,tt6823368,2019-01-18,2019-01-18,,Glass,https://www.imdb.com/title/tt6823368/,movie,6.6,129,2019,"Drama, Sci-Fi, Thriller",217307,2019-01-07,M. Night Shyamalan,7,2020-06-14
834,tt8991268,2019-02-03,2019-02-03,,Honeyland,https://www.imdb.com/title/tt8991268/,movie,8.0,89,2019,"Documentary, Drama",15601,2019-01-28,"Ljubomir Stefanov, Tamara Kotevska",10,2019-11-24
835,tt5651844,2019-02-11,2019-02-11,,Travelers,https://www.imdb.com/title/tt5651844/,tvSeries,8.1,45,2016,"Drama, Mystery, Sci-Fi, Thriller",48298,2016-10-17,,6,2020-07-01
836,tt5311542,2019-02-11,2019-02-11,,Werk ohne Autor,https://www.imdb.com/title/tt5311542/,movie,7.7,189,2018,"Biography, Drama, Romance, Thriller, War",17845,2018-09-04,Florian Henckel von Donnersmarck,6,2020-03-15
837,tt9784816,2019-02-21,2019-02-21,,Ema,https://www.imdb.com/title/tt9784816/,movie,6.2,70,2018,Drama,9,2018-11-03,Martin Chichovski,8,2019-02-23
838,tt1714209,2019-03-05,2019-03-05,,In the Land of Blood and Honey,https://www.imdb.com/title/tt1714209/,movie,4.5,127,2011,"Drama, Romance, War",33517,2011-12-22,Angelina Jolie,7,2019-09-13
839,tt0415306,2019-03-27,2019-03-27,,Talladega Nights: The Ballad of Ricky Bobby,https://www.imdb.com/title/tt0415306/,movie,6.6,108,2006,"Comedy, Sport",170857,2006-07-26,Adam McKay,7,2019-10-28
840,tt5795144,2019-03-27,2019-03-27,,Bad Blood,https://www.imdb.com/title/tt5795144/,movie,,,,"Biography, Drama",,,Adam McKay,,
841,tt8760304,2019-04-08,2019-04-08,,Deutschland 89,https://www.imdb.com/title/tt8760304/,tvMiniSeries,7.8,,2020,"Drama, Thriller",1925,2020-09-25,,7,2021-03-09
842,tt8289930,2019-04-10,2019-04-10,,Formula 1: Drive to Survive,https://www.imdb.com/title/tt8289930/,tvSeries,8.6,40,2019,"Documentary, Sport",25152,2019-03-08,,9,2020-03-20
843,tt1298644,2019-04-23,2019-04-23,,The Hustle,https://www.imdb.com/title/tt1298644/,movie,5.4,93,2019,"Comedy, Crime",50308,2019-05-08,Chris Addison,6,2020-06-18
844,tt1815862,2019-04-23,2019-04-23,,After Earth,https://www.imdb.com/title/tt1815862/,movie,4.8,100,2013,"Action, Adventure, Sci-Fi",193840,2013-05-01,M. Night Shyamalan,6,2019-04-23
845,tt8079248,2019-04-24,2019-04-24,,Yesterday,https://www.imdb.com/title/tt8079248/,movie,6.8,116,2019,"Comedy, Fantasy, Music, Romance",125457,2019-05-04,Danny Boyle,10,2020-06-07
846,tt5056196,2019-04-25,2019-04-25,,Catch-22,https://www.imdb.com/title/tt5056196/,tvMiniSeries,7.8,45,2019,"Action, Adventure, Comedy, Drama, Thriller, War",15689,2019-05-17,,,
847,tt0762104,2019-05-06,2019-05-06,,How to Rob a Bank (and 10 Tips to Actually Get Away with It),https://www.imdb.com/title/tt0762104/,movie,6.1,81,2007,"Comedy, Crime, Mystery, Thriller",5896,2007-06-25,Andrews Jenkins,6,2019-08-01
848,tt1220888,2019-05-09,2019-05-09,,Henry's Crime,https://www.imdb.com/title/tt1220888/,movie,6.0,108,2010,"Comedy, Crime, Drama, Romance",19199,2010-09-14,Malcolm Venville,8,2019-09-13
849,tt3224458,2019-07-23,2019-07-23,,A Beautiful Day in the Neighborhood,https://www.imdb.com/title/tt3224458/,movie,7.3,109,2019,"Biography, Drama",66657,2019-09-07,Marielle Heller,7,2020-07-26
850,tt7734218,2019-07-26,2019-07-26,,Stuber,https://www.imdb.com/title/tt7734218/,movie,6.2,93,2019,"Action, Comedy, Crime, Thriller",42497,2019-03-13,Michael Dowse,8,2020-07-25
851,tt8266310,2019-09-10,2019-09-10,,Blinded by the Light,https://www.imdb.com/title/tt8266310/,movie,6.9,118,2019,"Comedy, Drama, Music",21592,2019-01-27,Gurinder Chadha,7,2020-07-05
852,tt4364194,2019-11-03,2019-11-03,,The Peanut Butter Falcon,https://www.imdb.com/title/tt4364194/,movie,7.6,97,2019,"Adventure, Comedy, Drama",72479,2019-03-09,"Michael Schwartz, Tyler Nilson",8,2020-08-16
853,tt6217926,2019-12-03,2019-12-03,,Annette,https://www.imdb.com/title/tt6217926/,movie,,139,2021,"Drama, Musical",,2021-07-06,Leos Carax,,
854,tt8610436,2019-12-04,2019-12-04,,The Sparks Brothers,https://www.imdb.com/title/tt8610436/,movie,8.1,135,2021,"Documentary, Music",369,2021-01-30,Edgar Wright,,
855,tt1502397,2020-01-16,2020-01-16,,Bad Boys for Life,https://www.imdb.com/title/tt1502397/,movie,6.6,124,2020,"Action, Comedy, Crime, Thriller",138383,2020-01-07,"Adil El Arbi, Bilall Fallah",7,2020-05-12
856,tt2527338,2020-01-16,2020-01-16,,Star Wars: Episode IX - The Rise of Skywalker,https://www.imdb.com/title/tt2527338/,movie,6.5,141,2019,"Action, Adventure, Fantasy, Sci-Fi",391456,2019-12-16,J.J. Abrams,8,2020-05-31
857,tt6751668,2020-02-10,2020-02-10,,Gisaengchung,https://www.imdb.com/title/tt6751668/,movie,8.6,132,2019,"Comedy, Drama, Thriller",619889,2019-05-21,Bong Joon Ho,8,2020-05-09
858,tt8847712,2020-02-27,2020-02-27,,The French Dispatch,https://www.imdb.com/title/tt8847712/,movie,,103,2021,"Comedy, Drama, Romance",,2021-07-06,Wes Anderson,,
859,tt5451118,2020-03-01,2020-03-01,,303,https://www.imdb.com/title/tt5451118/,movie,7.5,145,2018,"Comedy, Drama, Romance",6291,2018-02-16,Hans Weingartner,7,2020-06-11
860,tt7286916,2020-03-14,2020-03-14,,The Dawn Wall,https://www.imdb.com/title/tt7286916/,movie,8.1,100,2017,"Documentary, Biography, Sport",16417,2017-11-18,"Josh Lowell, Peter Mortimer",7,2020-07-06
861,tt0094074,2020-04-03,2020-04-03,,Superman IV: The Quest for Peace,https://www.imdb.com/title/tt0094074/,movie,3.7,90,1987,"Action, Adventure, Sci-Fi",44046,1987-07-23,Sidney J. Furie,8,2020-08-02
862,tt9612516,2020-05-07,2020-05-07,,Space Force,https://www.imdb.com/title/tt9612516/,tvSeries,6.7,30,2020,Comedy,48221,2020-05-29,,8,2020-06-09
863,tt8420184,2020-05-08,2020-05-08,,The Last Dance,https://www.imdb.com/title/tt8420184/,tvMiniSeries,9.1,491,2020,"Documentary, Biography, History, Sport",90227,2020-04-19,,8,2020-05-18
864,tt7550000,2020-07-16,2020-07-16,,Project Power,https://www.imdb.com/title/tt7550000/,movie,6.0,113,2020,"Action, Crime, Sci-Fi, Thriller",75864,2020-08-14,"Henry Joost, Ariel Schulman",5,2021-01-28
865,tt9484998,2020-07-22,2020-07-22,,Palm Springs,https://www.imdb.com/title/tt9484998/,movie,7.4,90,2020,"Comedy, Fantasy, Mystery, Romance",115993,2020-01-26,Max Barbakow,,
866,tt5259822,2020-07-22,2020-07-22,,Tesla,https://www.imdb.com/title/tt5259822/,movie,5.0,102,2020,"Biography, Drama",7180,2020-01-27,Michael Almereyda,,
867,tt6723592,2020-07-22,2020-07-22,,Tenet,https://www.imdb.com/title/tt6723592/,movie,7.4,150,2020,"Action, Sci-Fi, Thriller",370136,2020-08-22,Christopher Nolan,6,2021-06-19
868,tt0112572,2020-08-19,2020-08-19,,The Brady Bunch Movie,https://www.imdb.com/title/tt0112572/,movie,6.1,90,1995,Comedy,20989,1995-02-17,Betty Thomas,5,2021-04-24
869,tt0914797,2020-10-21,2020-10-21,,Bottle Shock,https://www.imdb.com/title/tt0914797/,movie,6.8,110,2008,"Comedy, Drama",15471,2008-01-18,Randall Miller,6,2021-02-07
870,tt10288566,2020-11-09,2020-11-09,,Druk,https://www.imdb.com/title/tt10288566/,movie,7.8,117,2020,"Comedy, Drama",84335,2020-09-12,Thomas Vinterberg,,
871,tt1655442,2021-05-12,2021-05-12,,The Artist,https://www.imdb.com/title/tt1655442/,movie,7.9,100,2011,"Comedy, Drama, Romance",233591,2011-05-15,Michel Hazanavicius,,
872,tt3488710,2021-05-12,2021-05-12,,The Walk,https://www.imdb.com/title/tt3488710/,movie,7.3,123,2015,"Action, Adventure, Biography, Drama",122416,2015-09-26,Robert Zemeckis,,
